	disease	gene	class	score
13610	MESH:D019337	6401	0	0.14951436299922352
1710	MESH:D001943	8871	1	0.14951266947038142
9622	MESH:D005922	9332	1	0.14949522864946246
16731	MESH:D019337	1184	0	0.1494910261374402
6678	MESH:D008105	3484	1	0.14948971623587004
1314	MESH:D001943	182	1	0.14948637532091213
17372	MESH:D000740	3274	0	0.14947849740573774
9903	MESH:D004827	776	1	0.1494712488704762
15404	MESH:D004938	2885	0	0.1494697588513781
3666	MESH:D006258	4118	1	0.14946419686635512
18610	MESH:D008545	5972	0	0.14945569917592771
7180	MESH:D012559	2353	1	0.14944218244248497
15948	MESH:D001943	83854	0	0.14944103558492455
13800	MESH:D008113	23705	0	0.1494334042087577
2520	MESH:D011471	1557	1	0.14942483026273468
16578	MESH:D001943	546	0	0.14940134549074016
4979	MESH:D003924	221895	1	0.1494007586079019
18582	MESH:D008545	7018	0	0.14939584030268874
14354	MESH:D019337	221895	0	0.14939269375530248
8590	MESH:D006973	7422	1	0.14938962571959855
20470	MESH:D013274	1906	0	0.1493879399514629
9013	MESH:D000690	55277	1	0.1493800030310994
12113	MESH:D019337	9131	0	0.14937394787478114
4613	MESH:D009103	3566	1	0.1493516773508836
1856	MESH:D005910	546	1	0.149350429040542
17996	MESH:D014820	7422	0	0.14933998530344988
5000	MESH:D003093	1670	1	0.14933974417956522
3000	MESH:D013274	655	1	0.14930430172527012
102	MESH:D019337	1215	1	0.1493038209595507
16494	MESH:D011471	55729	0	0.14930340424239122
2681	MESH:D011471	5179	1	0.14929706109026866
4346	MESH:D013736	199720	1	0.14928536483406413
14730	MESH:D008881	3553	0	0.14927429194066252
17222	MESH:D010051	4082	0	0.14925331298399772
21777	MESH:D008180	5080	0	0.1492420752473992
9300	MESH:D010024	5972	1	0.1492365970714809
11267	MESH:D010195	836	1	0.14922876249840802
8942	MESH:D000690	2066	1	0.14922497177694655
18914	MESH:D009373	26507	0	0.14920301022547278
10668	MESH:D008288	3586	1	0.14919837745987502
7701	MESH:D010300	3162	1	0.14919265448463734
20073	MESH:D012468	3559	0	0.14918676514309584
14224	MESH:D003876	8315	0	0.14918143625162256
4658	MESH:D009103	6774	1	0.14917993160396206
4038	MESH:D008545	1906	1	0.1491729989483308
2340	MESH:D012468	2621	1	0.1491504754831263
3625	MESH:D008113	158038	1	0.14913522185233766
5272	MESH:D001172	1021	1	0.14913454004215326
9727	MESH:D005922	29929	1	0.1491298454766197
16205	MESH:D005910	6583	0	0.14912580482622345
16147	MESH:D001172	25824	0	0.1491209367671086
8645	MESH:D006973	50507	1	0.1490958328742893
2147	MESH:D000310	10253	1	0.14907859179198202
13013	MESH:D010190	53826	0	0.14907545702884786
6791	MESH:D008268	4133	1	0.14906613316554718
9934	MESH:D004827	1244	1	0.1490610138033252
15044	MESH:D002971	71	0	0.1490605255487372
6686	MESH:D008105	3930	1	0.14905253236350824
14185	MESH:D001943	80324	0	0.1490443628538369
4191	MESH:D008545	6860	1	0.14903617261609176
18002	MESH:D004827	11277	0	0.14901494509422858
18550	MESH:D012559	9021	0	0.1490009863732957
6714	MESH:D008105	9429	1	0.1489891242818326
20512	MESH:D013736	949	0	0.14898648962717131
11088	MESH:D002971	2248	1	0.1489821248400113
18490	MESH:D001172	1543	0	0.14897142978471484
4975	MESH:D003924	200186	1	0.1489661250891001
22231	MESH:D050197	1374	0	0.14894622071170294
20184	MESH:D050197	1374	0	0.14894622071170294
13940	MESH:D000544	23347	0	0.14894155862335828
19555	MESH:D001714	64135	0	0.1489205865930881
18732	MESH:D000544	324	0	0.1489141571166219
7686	MESH:D010300	2869	1	0.14889566902469994
14384	MESH:D012559	6623	0	0.14888582223482988
12211	MESH:D006111	3265	0	0.1488819485779592
3659	MESH:D006258	3202	1	0.1488816468378614
19868	MESH:D001714	5928	0	0.14886616727338306
4475	MESH:D003424	4088	1	0.14886411812053713
12218	MESH:D003924	5077	0	0.14883841941454407
7512	MESH:D000544	4535	1	0.1488176871948708
20457	MESH:D024821	3553	0	0.14878131202121467
2967	MESH:D011471	222546	1	0.14877856305920473
6838	MESH:D024821	1535	1	0.14877543607465546
5659	MESH:D017202	2982	1	0.14877318431580536
20404	MESH:D019337	5894	0	0.14877204607924344
8617	MESH:D006973	10060	1	0.14875864114878865
2755	MESH:D011471	6948	1	0.14874224368834232
16816	MESH:D011471	80829	0	0.14871397699929084
14557	MESH:D015433	3383	0	0.1486983414050061
14027	MESH:D000740	3845	0	0.14869203018240676
12142	MESH:D000740	3845	0	0.14869203018240676
3561	MESH:D008113	5468	1	0.14868127410506732
2453	MESH:D011471	301	1	0.14867019174240556
13782	MESH:D013167	4313	0	0.14866595773746075
11983	MESH:D010300	796	0	0.14865947621197687
12691	MESH:D013274	9020	0	0.1486587826749826
381	MESH:D019337	7295	1	0.14864237230373373
6389	MESH:D002446	57178	1	0.1486315977252759
9464	MESH:D005922	3074	1	0.1486213834724433
9211	MESH:D050197	23038	1	0.148610132851134
4653	MESH:D009103	6404	1	0.14860197106812473
12886	MESH:D000544	5054	0	0.14858367913874962
10284	MESH:D006509	1642	1	0.14858217568020646
9697	MESH:D005922	23042	1	0.1485694146265514
16906	MESH:D010051	4153	0	0.14855167499033511
21593	MESH:D007680	2019	0	0.14854741427046092
6409	MESH:D008180	640	1	0.14854157783173902
16539	MESH:D017202	7001	0	0.1485162567875015
18511	MESH:D013274	793	0	0.14851570140333706
16559	MESH:D013274	793	0	0.14851570140333706
7644	MESH:D006111	117156	1	0.14850038106456984
2211	MESH:D004938	2739	1	0.14849323259454492
6928	MESH:D001249	495	1	0.14849053606206372
9952	MESH:D004827	1847	1	0.14848974506431284
12748	MESH:D001943	8875	0	0.14848315040771892
14795	MESH:D001321	4026	0	0.14846750484878346
9471	MESH:D005922	3394	1	0.14846226097023835
20471	MESH:D008577	58490	0	0.1484410016115133
11193	MESH:D001289	285195	1	0.14842063782917578
17233	MESH:D050197	8678	0	0.14842060814769684
4840	MESH:D003924	4535	1	0.14840825285826448
16051	MESH:D011085	3351	0	0.1484018549266703
2752	MESH:D011471	6910	1	0.14838844478223776
7469	MESH:D000544	2041	1	0.14834343265371422
2192	MESH:D004938	1440	1	0.14832479778707894
16300	MESH:D004938	29091	0	0.14831518944721844
185	MESH:D019337	3110	1	0.14831277228971254
13008	MESH:D012468	3383	0	0.14831134997440734
19528	MESH:D010300	847	0	0.14830112682040772
14958	MESH:D017202	23493	0	0.1482927955434945
19669	MESH:D013274	3385	0	0.14828605846290038
1294	MESH:D010051	55858	1	0.1482432274210652
20492	MESH:D017545	472	0	0.14823568565703146
20543	MESH:D005910	8871	0	0.14823084412902915
8348	MESH:D006973	2629	1	0.14822927665018307
20273	MESH:D011471	51251	0	0.14822186062912535
21332	MESH:D019337	3070	0	0.14820853960721886
13475	MESH:D010024	59067	0	0.14820394134621434
13371	MESH:D054990	51074	0	0.1481974894579521
16085	MESH:D005922	6756	0	0.14819442005391098
9003	MESH:D000690	27010	1	0.14818838805245754
12774	MESH:D012468	6507	0	0.14818484986465552
11463	MESH:D001471	9536	1	0.1481817461737035
21196	MESH:D011471	6347	0	0.1481356380948434
17981	MESH:D001943	177	0	0.1481301674258537
8952	MESH:D000690	3479	1	0.1481290439325758
7934	MESH:D001714	10815	1	0.14810828566057546
1319	MESH:D001943	208	1	0.14808466613165905
3134	MESH:D013274	5621	1	0.14808115626611487
15179	MESH:D011085	23314	0	0.14807823625033326
19860	MESH:D001249	1139	0	0.14806383983280505
16435	MESH:D008545	23643	0	0.14806270952835332
8033	MESH:D011085	3161	1	0.14805331060934904
19126	MESH:D016584	9663	0	0.14802960610877516
18183	MESH:D001172	4233	0	0.14800820574589255
19998	MESH:D006258	1401	0	0.1479758319544612
3415	MESH:D010524	4233	1	0.14797153911928226
18812	MESH:D050197	1075	0	0.14796220548971986
7819	MESH:D003876	4792	1	0.1479568433458404
21171	MESH:D001943	6910	0	0.14795592711628888
10812	MESH:D001321	5067	1	0.14795423263714433
524	MESH:D019337	81608	1	0.1479437656188007
16028	MESH:D010300	3075	0	0.14793320489597464
3807	MESH:D003110	5782	1	0.14792367284197455
6240	MESH:D009765	7840	1	0.14792132418359868
13859	MESH:D010300	1080	0	0.1479160076586068
3648	MESH:D006258	841	1	0.14789371569503665
19612	MESH:D010051	3459	0	0.14789194288163332
18676	MESH:D007680	1804	0	0.14784234310360578
4370	MESH:D008577	4665	1	0.14784216713485102
19908	MESH:D001859	6774	0	0.14783467666460706
1961	MESH:D005910	5468	1	0.14783467439686024
5544	MESH:D017202	598	1	0.1477879922359832
20665	MESH:D004938	5890	0	0.1477827968600688
13774	MESH:D013274	4018	0	0.1477600597059667
7531	MESH:D000544	5599	1	0.14775976178668054
16514	MESH:D019337	93986	0	0.14775642477541606
8492	MESH:D006973	5281	1	0.14773472135243626
12249	MESH:D011471	2512	0	0.147734400713965
20584	MESH:D050197	170679	0	0.14773168976223616
10026	MESH:D004827	3777	1	0.1477284419917078
19100	MESH:D010051	3384	0	0.1476835967601819
17716	MESH:D001943	4684	0	0.1476728636121605
12350	MESH:D007680	1475	0	0.14766352984616146
20885	MESH:D003924	3417	0	0.1476472063827638
2256	MESH:D004938	6555	1	0.14764323179014066
3615	MESH:D008113	81572	1	0.14763677413991802
6053	MESH:D009765	1812	1	0.14762967481626502
12509	MESH:D005922	3046	0	0.1476281670629897
17988	MESH:D005910	3484	0	0.1476187737686021
13478	MESH:D003924	5270	0	0.14761677432148024
9613	MESH:D005922	8942	1	0.14760641738426147
566	MESH:D001932	1786	1	0.14757574833958864
14860	MESH:D004938	29072	0	0.14755041647304182
21150	MESH:D001321	8635	0	0.14753547146108453
1627	MESH:D001943	6236	1	0.14752581958782746
16504	MESH:D019337	3714	0	0.14751645780612885
20686	MESH:D011085	847	0	0.14751213616361367
19064	MESH:D001172	843	0	0.14748195623229415
9782	MESH:D005922	56913	1	0.14747571584203506
6199	MESH:D009765	5792	1	0.14746375243077545
21383	MESH:D011471	4208	0	0.14745797410371805
1145	MESH:D001859	11200	1	0.14744721944325673
20947	MESH:D050197	3673	0	0.14743573734229395
132	MESH:D019337	1978	1	0.14742751345690405
9200	MESH:D050197	7442	1	0.1474027555661637
19962	MESH:D006973	4208	0	0.1473994599261379
9655	MESH:D005922	10288	1	0.14739601778523173
17024	MESH:D012468	2091	0	0.14738796487311745
11752	MESH:D000740	28982	1	0.1473857289921623
10857	MESH:D001321	7436	1	0.1473761415006359
6840	MESH:D024821	2053	1	0.14733322173344324
2100	MESH:D014594	23512	1	0.14731868372053727
11642	MESH:D000740	3105	1	0.1473160775628083
336	MESH:D019337	6446	1	0.14731378366587702
18523	MESH:D000544	5591	0	0.14731146614722834
9859	MESH:D053713	56979	1	0.14730785618651693
1853	MESH:D005910	374	1	0.1473014576652467
2074	MESH:D014594	5378	1	0.14729209920188566
18270	MESH:D000544	3399	0	0.14727749932131948
20631	MESH:D001943	10758	0	0.1472685261829917
4501	MESH:D003424	8807	1	0.14725330157514474
2591	MESH:D011471	3171	1	0.14725011485680406
12117	MESH:D001172	29968	0	0.14724612863694905
19070	MESH:D003922	374393	0	0.14724303400590502
18840	MESH:D003093	57178	0	0.14723460395027685
21015	MESH:D003093	57178	0	0.14723460395027685
10635	MESH:D016640	27165	1	0.14720001761284882
19561	MESH:D008577	114294	0	0.1471955568122829
7145	MESH:D012559	793	1	0.14718200244195315
4835	MESH:D003924	4318	1	0.1471697498078641
15192	MESH:D012468	1543	0	0.1471697275206159
22227	MESH:D010190	9611	0	0.14713359514239738
21028	MESH:D010190	9611	0	0.14713359514239738
15422	MESH:D003924	2064	0	0.14712535599307844
6742	MESH:D014820	2944	1	0.1471175854644956
19741	MESH:D008268	338328	0	0.14709706622210786
14627	MESH:D000740	4049	0	0.1470758607163771
3985	MESH:D008545	328	1	0.14706370239191646
9307	MESH:D010024	7040	1	0.14705333385165167
11926	MESH:D009765	5080	0	0.147039855135039
8631	MESH:D006973	11318	1	0.14703027822746498
722	MESH:D007680	3035	1	0.14701370433058095
11259	MESH:D010195	213	1	0.1470122480975055
21776	MESH:D000544	7099	0	0.14701013848404304
18131	MESH:D000544	7099	0	0.14701013848404304
18820	MESH:D008545	1767	0	0.14699739330653022
739	MESH:D007680	3778	1	0.14696067597395213
15499	MESH:D002971	28	0	0.1469606315283236
6052	MESH:D009765	1806	1	0.14693467877507682
21763	MESH:D012595	79026	0	0.1469274437618878
8098	MESH:D011085	8644	1	0.14690886037097647
6304	MESH:D009765	55818	1	0.14690755419426085
17460	MESH:D010051	151887	0	0.14689559783331524
7841	MESH:D003876	8875	1	0.14688885990490602
1351	MESH:D001943	650	1	0.14687698188796927
17228	MESH:D007037	3575	0	0.14685071267747882
16026	MESH:D007037	3575	0	0.14685071267747882
20911	MESH:D001172	23600	0	0.14684019860403286
14558	MESH:D001249	10758	0	0.14683630904790154
14477	MESH:D000740	9235	0	0.14683134708438894
5229	MESH:D003922	114904	1	0.1468198857562805
20939	MESH:D001943	6497	0	0.14679142757353922
12659	MESH:D019337	2004	0	0.1467898250696589
4754	MESH:D003924	1244	1	0.14678015669203434
15348	MESH:D001172	1548	0	0.14677151589173015
6340	MESH:D009765	151742	1	0.14675133192050924
453	MESH:D019337	11168	1	0.14674029065058153
11955	MESH:D007680	7226	0	0.1467332934067078
4257	MESH:D008545	26227	1	0.14672512537669366
16706	MESH:D019337	2645	0	0.1466855710025859
12826	MESH:D010051	8639	0	0.14666589515811185
10657	MESH:D008288	2993	1	0.14666086371494091
19518	MESH:D001321	973	0	0.14664932290869928
4333	MESH:D013736	4313	1	0.14664732581415765
13743	MESH:D001943	388585	0	0.14664688728532022
6667	MESH:D008105	1277	1	0.14664041892346294
9663	MESH:D005922	10479	1	0.1465951475870646
16650	MESH:D001249	3359	0	0.1465863315118377
7320	MESH:D012559	25874	1	0.1465827362737682
8067	MESH:D011085	5733	1	0.14658169616171182
12268	MESH:D017202	4842	0	0.14657459912215615
20960	MESH:D013274	8452	0	0.14656828867847813
466	MESH:D019337	25865	1	0.1465644583752332
22178	MESH:D013274	959	0	0.1465586981594717
17705	MESH:D013274	959	0	0.1465586981594717
19237	MESH:D000740	149233	0	0.14653027315206982
7758	MESH:D010300	8575	1	0.14652123743899234
5322	MESH:D001172	3516	1	0.14650726211935605
2322	MESH:D012468	358	1	0.14649552826091242
2691	MESH:D011471	5364	1	0.14648090343118614
11273	MESH:D010195	1268	1	0.1464745575189677
11755	MESH:D000740	50617	1	0.1464673016037209
7601	MESH:D000544	55691	1	0.14646197445713374
18146	MESH:D009765	3350	0	0.14646114949959238
20410	MESH:D008545	8220	0	0.146459193654964
15828	MESH:D001321	7352	0	0.14644415104127242
14713	MESH:D013274	1827	0	0.14643395021454791
3219	MESH:D013274	26135	1	0.1464327817104711
15541	MESH:D019337	919	0	0.1464285552470976
930	MESH:D010190	3442	1	0.14640693225214607
12841	MESH:D015535	999	0	0.14639293588411126
14123	MESH:D009765	929	0	0.14638591550570362
10060	MESH:D004827	5025	1	0.14635188736818416
16447	MESH:D009290	3689	0	0.14635150453926848
12326	MESH:D013167	1906	0	0.14633918613309824
17363	MESH:D019337	7508	0	0.1463342114007894
8946	MESH:D000690	2891	1	0.14632953651928154
6530	MESH:D008180	25780	1	0.1463171434105842
7058	MESH:D001249	6347	1	0.1463150730596207
8273	MESH:D006973	1113	1	0.14631482849484725
12275	MESH:D006973	3174	0	0.14630564859813666
10285	MESH:D006509	2091	1	0.14629090363225655
7004	MESH:D001249	3560	1	0.14628135263911207
14969	MESH:D006973	949	0	0.14625992763074555
13719	MESH:D005910	6361	0	0.14625013510458487
11311	MESH:D010195	4233	1	0.14624878179724146
14448	MESH:D001321	58480	0	0.14617369682169384
2503	MESH:D011471	1312	1	0.14617221292848334
3652	MESH:D006258	1543	1	0.1461581958124568
21655	MESH:D006973	1717	0	0.14615395643728502
17901	MESH:D003924	4537	0	0.1461482704480399
14321	MESH:D007680	3759	0	0.14614275284781342
17831	MESH:D009103	7450	0	0.14613073040313682
19131	MESH:D008881	959	0	0.1461275106180801
17774	MESH:D008113	8915	0	0.14609981959427934
285	MESH:D019337	5172	1	0.1460652929710477
18951	MESH:D053713	22	0	0.14605683403319375
22185	MESH:D004938	5996	0	0.14604203977510252
9196	MESH:D050197	7274	1	0.146038106670669
15873	MESH:D011471	8028	0	0.14602607179889726
7205	MESH:D012559	3303	1	0.146019936797111
15629	MESH:D000690	2122	0	0.14599958768583934
2698	MESH:D011471	5567	1	0.1459829190619207
17993	MESH:D008180	4093	0	0.1459825166271348
15544	MESH:D017202	1374	0	0.1459669136284579
16743	MESH:D009765	27347	0	0.1459619107346572
13429	MESH:D001172	3339	0	0.14595811054161673
10756	MESH:D001321	2949	1	0.14595613830876825
7377	MESH:D008881	2353	1	0.14592041350531318
15882	MESH:D005879	5141	0	0.14590707836062
11147	MESH:D054990	79991	1	0.14588096391164448
14259	MESH:D005901	4306	0	0.1458786213799462
19038	MESH:D019337	56832	0	0.14587049210274095
4068	MESH:D008545	3066	1	0.14586909687106936
7947	MESH:D001714	81562	1	0.1458580853964392
2025	MESH:D005910	346288	1	0.1458510081959504
3498	MESH:D008113	1440	1	0.14583161144065698
15738	MESH:D010524	1028	0	0.14581476931040413
18348	MESH:D010300	5734	0	0.14580785432443633
8374	MESH:D006973	2982	1	0.14580299303230876
10549	MESH:D007676	23175	1	0.14580206407681365
10685	MESH:D008288	114609	1	0.1457915289043248
8087	MESH:D011085	7037	1	0.145790434126806
5189	MESH:D003922	6571	1	0.14574205019651545
4951	MESH:D003924	53335	1	0.14571141916162064
20215	MESH:D017202	331	0	0.14569985587151482
21458	MESH:D003876	79068	0	0.14569598141278867
20951	MESH:D012468	3592	0	0.14569101843044865
5556	MESH:D017202	836	1	0.14568603052320084
2053	MESH:D014594	3265	1	0.14567255595304554
1100	MESH:D001859	2348	1	0.14566513570454762
9808	MESH:D005922	79718	1	0.1456578987634844
1735	MESH:D001943	10236	1	0.14564901029889152
11928	MESH:D003110	2641	0	0.14564632672195268
16966	MESH:D010195	8710	0	0.14562227717694848
20878	MESH:D003924	857	0	0.14561979380898946
2564	MESH:D011471	2650	1	0.1455961453910141
7529	MESH:D000544	5536	1	0.14558417967117426
12334	MESH:D007680	9920	0	0.14556652984539864
2622	MESH:D011471	3728	1	0.14556626473880954
322	MESH:D019337	5926	1	0.14555698416365273
14363	MESH:D001943	2033	0	0.1455209304592228
2991	MESH:D013274	335	1	0.1455164387337326
3074	MESH:D013274	3570	1	0.14550480913171224
7847	MESH:D003876	22891	1	0.14549225650415173
10843	MESH:D001321	6779	1	0.14548531708362122
21237	MESH:D001528	2670	0	0.1454782912553368
13046	MESH:D004827	7038	0	0.1454635027863974
11824	MESH:D000163	904	1	0.14545044479485053
8347	MESH:D006973	2627	1	0.1454424492348821
7174	MESH:D012559	2065	1	0.14543386906610278
13226	MESH:D006973	4159	0	0.1453866422228005
13073	MESH:D005922	5444	0	0.14538180902030165
19463	MESH:D005922	5444	0	0.14538180902030165
20384	MESH:D001249	4599	0	0.14536712693060058
15521	MESH:D003922	2982	0	0.1453589320921815
19396	MESH:D001172	7014	0	0.14534833037475564
14219	MESH:D008113	3952	0	0.1453144944798039
15848	MESH:D004938	54106	0	0.1453062403331059
9868	MESH:D053713	254428	1	0.14529977445929132
17498	MESH:D000740	4552	0	0.1452971318918065
20323	MESH:D003093	51741	0	0.1452799201720394
12184	MESH:D009765	3159	0	0.14527965963867062
9400	MESH:D005922	695	1	0.1452672264805027
17499	MESH:D003876	8540	0	0.1452662127382323
6727	MESH:D008105	123264	1	0.145255209976302
14647	MESH:D003924	1213	0	0.14525455182033792
12932	MESH:D014594	3291	0	0.14523965504463526
20525	MESH:D012559	2182	0	0.1452208559910796
19377	MESH:D002971	1789	0	0.1451850976794699
21335	MESH:D001172	4856	0	0.145171742412157
2714	MESH:D011471	5890	1	0.14516017455821875
10369	MESH:D029424	3600	1	0.1451586366887087
13897	MESH:D013274	1401	0	0.14515810558847986
8456	MESH:D006973	4625	1	0.14515118062803595
19046	MESH:D006509	4311	0	0.14514183476071946
2943	MESH:D011471	79574	1	0.14514111244654926
10806	MESH:D001321	4909	1	0.14512440900792206
7236	MESH:D012559	4860	1	0.14510524904962072
5426	MESH:D001172	8320	1	0.14510192758453316
2376	MESH:D012468	7994	1	0.14509957071178264
21342	MESH:D004827	1586	0	0.14509199023355246
8184	MESH:D011085	723961	1	0.14509129902410264
4661	MESH:D009103	7099	1	0.14508248021005893
536	MESH:D019337	145270	1	0.14507756724213575
138	MESH:D019337	2099	1	0.14507670011918894
17240	MESH:D001859	5364	0	0.14506008928488304
11900	MESH:D002971	5533	0	0.14502648533616574
14450	MESH:D008545	10135	0	0.14502219282760254
15113	MESH:D007680	8864	0	0.145012708031513
20163	MESH:D013274	1813	0	0.14500509356091698
14426	MESH:D019337	7494	0	0.1450027283450057
16741	MESH:D019337	7494	0	0.1450027283450057
5425	MESH:D001172	7980	1	0.1449821169987957
62	MESH:D019337	871	1	0.1449783076866861
8848	MESH:D005901	4010	1	0.14497520358674534
7587	MESH:D000544	25902	1	0.1449733658932134
21431	MESH:D005910	79258	0	0.1449560133208047
